"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" А";"от-́едг";"А";"где́-то";" ";"в степи́ арома́т ковыля́ Поднима́ется пря́мо";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:1"
" от-́едг А";"в";"А где́-то";"в";" ";"степи́ арома́т ковыля́ Поднима́ется пря́мо до";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:2"
" в от-́едг А";"́ипетс";"А где́-то в";"степи́";" ";"арома́т ковыля́ Поднима́ется пря́мо до не́ба";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:3"
" ́ипетс в от-́едг А";"т́амора";"А где́-то в степи́";"арома́т";" ";"ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:4"
" т́амора ́ипетс в от-́едг А";"́ялывок";"А где́-то в степи́ арома́т";"ковыля́";" ";"Поднима́ется пря́мо до не́ба Пропи́тана за́пахом";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:5"
" ́ялывок т́амора ́ипетс в от-́едг А";"ясте́аминдоП";"А где́-то в степи́ арома́т ковыля́";"Поднима́ется";" ";"пря́мо до не́ба Пропи́тана за́пахом э́тим";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:6"
" ясте́аминдоП ́ялывок т́амора ́ипетс в от-́едг";"ом́ярп";"где́-то в степи́ арома́т ковыля́ Поднима́ется";"пря́мо";" ";"до не́ба Пропи́тана за́пахом э́тим земля́";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:7"
" ом́ярп ясте́аминдоП ́ялывок т́амора ́ипетс в";"од";"в степи́ арома́т ковыля́ Поднима́ется пря́мо";"до";" ";"не́ба Пропи́тана за́пахом э́тим земля́, Арома́том";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:8"
" од ом́ярп ясте́аминдоП ́ялывок т́амора ́ипетс";"аб́ен";"степи́ арома́т ковыля́ Поднима́ется пря́мо до";"не́ба";" ";"Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:9"
" аб́ен од ом́ярп ясте́аминдоП ́ялывок т́амора";"анат́ипорП";"арома́т ковыля́ Поднима́ется пря́мо до не́ба";"Пропи́тана";" ";"за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:10"
" анат́ипорП аб́ен од ом́ярп ясте́аминдоП ́ялывок";"мохап́аз";"ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана";"за́пахом";" ";"э́тим земля́, Арома́том созре́вшего хле́ба.";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:11"
" мохап́аз анат́ипорП аб́ен од ом́ярп ясте́аминдоП";"мит́э";"Поднима́ется пря́мо до не́ба Пропи́тана за́пахом";"э́тим";" ";"земля́, Арома́том созре́вшего хле́ба.";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:12"
" мит́э мохап́аз анат́ипорП аб́ен од ом́ярп";"́ялмез";"пря́мо до не́ба Пропи́тана за́пахом э́тим";"земля́";", ";"Арома́том созре́вшего хле́ба.";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:13"
" ,́ялмез мит́э мохап́аз анат́ипорП аб́ен од";"мот́аморА";"до не́ба Пропи́тана за́пахом э́тим земля́,";"Арома́том";" ";"созре́вшего хле́ба.";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:14"
" мот́аморА ,́ялмез мит́э мохап́аз анат́ипорП аб́ен";"огешв́ерзос";"не́ба Пропи́тана за́пахом э́тим земля́, Арома́том";"созре́вшего";" ";"хле́ба.";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:15"
" огешв́ерзос мот́аморА ,́ялмез мит́э мохап́аз анат́ипорП";"аб́елх";"Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего";"хле́ба";". ";"";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"А где́-то в степи́ арома́т ковыля́ Поднима́ется пря́мо до не́ба Пропи́тана за́пахом э́тим земля́, Арома́том созре́вшего хле́ба.";"b9f3660e7ab687235656c5f383c7ebce:4:16"
"";"килкт́О";"";"О́тклик";" ";"на ""Ды́шит поко́ем звёздная да́ль.. """;"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"О́тклик на ""Ды́шит поко́ем звёздная да́ль.. """;"b9f3660e7ab687235656c5f383c7ebce:5:0"
" килкт́О";"ан";"О́тклик";"на";" """;"Ды́шит поко́ем звёздная да́ль.. """;"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"О́тклик на ""Ды́шит поко́ем звёздная да́ль.. """;"b9f3660e7ab687235656c5f383c7ebce:5:1"
""" ан килкт́О";"тиш́ыД";"О́тклик на """;"Ды́шит";" ";"поко́ем звёздная да́ль.. """;"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"О́тклик на ""Ды́шит поко́ем звёздная да́ль.. """;"b9f3660e7ab687235656c5f383c7ebce:5:2"
" тиш́ыД"" ан килкт́О";"ме́окоп";"О́тклик на ""Ды́шит";"поко́ем";" ";"звёздная да́ль.. """;"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"О́тклик на ""Ды́шит поко́ем звёздная да́ль.. """;"b9f3660e7ab687235656c5f383c7ebce:5:3"
" ме́окоп тиш́ыД"" ан килкт́О";"яандзёвз";"О́тклик на ""Ды́шит поко́ем";"звёздная";" ";"да́ль.. """;"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"О́тклик на ""Ды́шит поко́ем звёздная да́ль.. """;"b9f3660e7ab687235656c5f383c7ebce:5:4"
" яандзёвз ме́окоп тиш́ыД"" ан килкт́О";"ьл́ад";"О́тклик на ""Ды́шит поко́ем звёздная";"да́ль";".. """;"";"vadfalcon. Созвездия в небе не спят, как всегда (2010)";"vadfalcon";"1900-1999";"Созвездия в небе не спят, как всегда";"2010";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"7";"66";"н-уровень";"н-уровень";"большая";"О́тклик на ""Ды́шит поко́ем звёздная да́ль.. """;"b9f3660e7ab687235656c5f383c7ebce:5:5"
