"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" ̀едг ,икчет̀ёт и ̀икчед̀яД …миксн̀апмаш с";"еж";"с шампа̀нским… Дя̀дечкѝ и тё̀течки, гдѐ";"же";" ";"ва̀ши ма̀ски, м?";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"пѝва ѝли во̀дочки, ко̀ньячку̀ с шампа̀нским… Дя̀дечкѝ и тё̀течки, гдѐ же ва̀ши ма̀ски, м?";"40a9b96dbde3af62a37e7563a76e653c:5:10"
" еж ̀едг ,икчет̀ёт и ̀икчед̀яД …миксн̀апмаш";"иш̀ав";"шампа̀нским… Дя̀дечкѝ и тё̀течки, гдѐ же";"ва̀ши";" ";"ма̀ски, м?";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"пѝва ѝли во̀дочки, ко̀ньячку̀ с шампа̀нским… Дя̀дечкѝ и тё̀течки, гдѐ же ва̀ши ма̀ски, м?";"40a9b96dbde3af62a37e7563a76e653c:5:11"
" иш̀ав еж ̀едг ,икчет̀ёт и ̀икчед̀яД";"икс̀ам";"Дя̀дечкѝ и тё̀течки, гдѐ же ва̀ши";"ма̀ски";", ";"м?";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"пѝва ѝли во̀дочки, ко̀ньячку̀ с шампа̀нским… Дя̀дечкѝ и тё̀течки, гдѐ же ва̀ши ма̀ски, м?";"40a9b96dbde3af62a37e7563a76e653c:5:12"
" ,икс̀ам иш̀ав еж ̀едг ,икчет̀ёт и";"м";"и тё̀течки, гдѐ же ва̀ши ма̀ски,";"м";"?  ";"";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"пѝва ѝли во̀дочки, ко̀ньячку̀ с шампа̀нским… Дя̀дечкѝ и тё̀течки, гдѐ же ва̀ши ма̀ски, м?";"40a9b96dbde3af62a37e7563a76e653c:5:13"
"";"̀еишд̀алМ";"";"Мла̀дшиѐ";" ";"и ста̀ршие, всё̀-то со̀лнцем за̀лито.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Мла̀дшиѐ и ста̀ршие, всё̀-то со̀лнцем за̀лито.";"40a9b96dbde3af62a37e7563a76e653c:6:0"
" ̀еишд̀алМ";"и";"Мла̀дшиѐ";"и";" ";"ста̀ршие, всё̀-то со̀лнцем за̀лито.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Мла̀дшиѐ и ста̀ршие, всё̀-то со̀лнцем за̀лито.";"40a9b96dbde3af62a37e7563a76e653c:6:1"
" и ̀еишд̀алМ";"еишр̀атс";"Мла̀дшиѐ и";"ста̀ршие";", ";"всё̀-то со̀лнцем за̀лито.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Мла̀дшиѐ и ста̀ршие, всё̀-то со̀лнцем за̀лито.";"40a9b96dbde3af62a37e7563a76e653c:6:2"
" ,еишр̀атс и ̀еишд̀алМ";"̀ёсв";"Мла̀дшиѐ и ста̀ршие,";"всё̀";"-";"то со̀лнцем за̀лито.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Мла̀дшиѐ и ста̀ршие, всё̀-то со̀лнцем за̀лито.";"40a9b96dbde3af62a37e7563a76e653c:6:3"
"-̀ёсв ,еишр̀атс и ̀еишд̀алМ";"от";"Мла̀дшиѐ и ста̀ршие, всё̀-";"то";" ";"со̀лнцем за̀лито.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Мла̀дшиѐ и ста̀ршие, всё̀-то со̀лнцем за̀лито.";"40a9b96dbde3af62a37e7563a76e653c:6:4"
" от-̀ёсв ,еишр̀атс и ̀еишд̀алМ";"мецнл̀ос";"Мла̀дшиѐ и ста̀ршие, всё̀-то";"со̀лнцем";" ";"за̀лито.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Мла̀дшиѐ и ста̀ршие, всё̀-то со̀лнцем за̀лито.";"40a9b96dbde3af62a37e7563a76e653c:6:5"
" мецнл̀ос от-̀ёсв ,еишр̀атс и ̀еишд̀алМ";"отил̀аз";"Мла̀дшиѐ и ста̀ршие, всё̀-то со̀лнцем";"за̀лито";". ";"";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Мла̀дшиѐ и ста̀ршие, всё̀-то со̀лнцем за̀лито.";"40a9b96dbde3af62a37e7563a76e653c:6:6"
"";"тянм̀опсВ";"";"Вспо̀мнят";" ";"Па̀триа̀ршие, ка̀к мы ѝсчеза̀ли-то.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Вспо̀мнят Па̀триа̀ршие, ка̀к мы ѝсчеза̀ли-то.";"40a9b96dbde3af62a37e7563a76e653c:7:0"
" тянм̀опсВ";"еишр̀аирт̀аП";"Вспо̀мнят";"Па̀триа̀ршие";", ";"ка̀к мы ѝсчеза̀ли-то.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Вспо̀мнят Па̀триа̀ршие, ка̀к мы ѝсчеза̀ли-то.";"40a9b96dbde3af62a37e7563a76e653c:7:1"
" ,еишр̀аирт̀аП тянм̀опсВ";"к̀ак";"Вспо̀мнят Па̀триа̀ршие,";"ка̀к";" ";"мы ѝсчеза̀ли-то.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Вспо̀мнят Па̀триа̀ршие, ка̀к мы ѝсчеза̀ли-то.";"40a9b96dbde3af62a37e7563a76e653c:7:2"
" к̀ак ,еишр̀аирт̀аП тянм̀опсВ";"ым";"Вспо̀мнят Па̀триа̀ршие, ка̀к";"мы";" ";"ѝсчеза̀ли-то.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Вспо̀мнят Па̀триа̀ршие, ка̀к мы ѝсчеза̀ли-то.";"40a9b96dbde3af62a37e7563a76e653c:7:3"
" ым к̀ак ,еишр̀аирт̀аП тянм̀опсВ";"ил̀азечс̀и";"Вспо̀мнят Па̀триа̀ршие, ка̀к мы";"ѝсчеза̀ли";"-";"то.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Вспо̀мнят Па̀триа̀ршие, ка̀к мы ѝсчеза̀ли-то.";"40a9b96dbde3af62a37e7563a76e653c:7:4"
"-ил̀азечс̀и ым к̀ак ,еишр̀аирт̀аП тянм̀опсВ";"от";"Вспо̀мнят Па̀триа̀ршие, ка̀к мы ѝсчеза̀ли-";"то";". ";"";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Вспо̀мнят Па̀триа̀ршие, ка̀к мы ѝсчеза̀ли-то.";"40a9b96dbde3af62a37e7563a76e653c:7:5"
"";"акд̀оВ";"";"Во̀дка";" ";"бу̀дет сла̀дкой, а̀ слеза̀ ― солё̀ной, го̀рькою̀";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Во̀дка бу̀дет сла̀дкой, а̀ слеза̀ ― солё̀ной, го̀рькою̀ укра̀дкой, вѐточко̀й зелё̀ной.";"40a9b96dbde3af62a37e7563a76e653c:8:0"
" акд̀оВ";"тед̀уб";"Во̀дка";"бу̀дет";" ";"сла̀дкой, а̀ слеза̀ ― солё̀ной, го̀рькою̀ укра̀дкой";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Во̀дка бу̀дет сла̀дкой, а̀ слеза̀ ― солё̀ной, го̀рькою̀ укра̀дкой, вѐточко̀й зелё̀ной.";"40a9b96dbde3af62a37e7563a76e653c:8:1"
" тед̀уб акд̀оВ";"йокд̀алс";"Во̀дка бу̀дет";"сла̀дкой";", ";"а̀ слеза̀ ― солё̀ной, го̀рькою̀ укра̀дкой, вѐточко̀й";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Во̀дка бу̀дет сла̀дкой, а̀ слеза̀ ― солё̀ной, го̀рькою̀ укра̀дкой, вѐточко̀й зелё̀ной.";"40a9b96dbde3af62a37e7563a76e653c:8:2"
" ,йокд̀алс тед̀уб акд̀оВ";"̀а";"Во̀дка бу̀дет сла̀дкой,";"а̀";" ";"слеза̀ ― солё̀ной, го̀рькою̀ укра̀дкой, вѐточко̀й зелё̀ной.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Во̀дка бу̀дет сла̀дкой, а̀ слеза̀ ― солё̀ной, го̀рькою̀ укра̀дкой, вѐточко̀й зелё̀ной.";"40a9b96dbde3af62a37e7563a76e653c:8:3"
" ̀а ,йокд̀алс тед̀уб акд̀оВ";"̀азелс";"Во̀дка бу̀дет сла̀дкой, а̀";"слеза̀";" ― ";"солё̀ной, го̀рькою̀ укра̀дкой, вѐточко̀й зелё̀ной.";"Ю. Ф. Гуголев. 17 марта. День святого Патрика : «Это что за паника?..» (2019-2020)";"Ю. Ф. Гуголев";"1964";"17 марта. День святого Патрика : «Это что за паника?..»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"9";"70";"";"";"";"Во̀дка бу̀дет сла̀дкой, а̀ слеза̀ ― солё̀ной, го̀рькою̀ укра̀дкой, вѐточко̀й зелё̀ной.";"40a9b96dbde3af62a37e7563a76e653c:8:4"
